lakeid,year4,sampledate,depth,rep,sta,event,wtemp,o2,o2sat,shortwaverad,saturation
ME,1995,1995-05-09,0,1,1,,7.8,13.2,117.7,51.73,11.21495327
ME,1995,1995-05-09,1,1,1,,7.8,13.1,116.8,51.73,
ME,1995,1995-05-09,2,1,1,,7.8,13.2,117.7,,
ME,1995,1995-05-09,3,1,1,,7.8,13.2,117.7,,
ME,1995,1995-05-09,4,1,1,,7.8,13.2,117.7,,
ME,1995,1995-05-09,5,1,1,,7.7,13.1,116.5,,
ME,1995,1995-05-09,6,1,1,,7.7,13.1,116.5,,
ME,1995,1995-05-09,7,1,1,,7.7,13.1,116.5,,
ME,1995,1995-05-09,8,1,1,,7.7,13.1,116.5,,
ME,1995,1995-05-09,9,1,1,,7.7,13.1,116.5,,
ME,1995,1995-05-09,10,1,1,,7.7,13.1,116.5,,
ME,1995,1995-05-09,11,1,1,,7.7,13.1,116.5,,
ME,1995,1995-05-09,12,1,1,,7.7,13.1,116.5,,
ME,1995,1995-05-09,13,1,1,,7.7,13.1,116.5,,
ME,1995,1995-05-09,14,1,1,,7.6,13,115.4,,
ME,1995,1995-05-09,15,1,1,,7.6,13,115.4,,
ME,1995,1995-05-09,16,1,1,,7.6,13.1,116.3,,
ME,1995,1995-05-09,17,1,1,,7.6,13,115.4,,
ME,1995,1995-05-09,18,1,1,,7.6,13,115.4,,
ME,1995,1995-05-09,19,1,1,,7.6,,,,
ME,1995,1995-05-09,20,1,1,,7.6,13,115.4,,
ME,1995,1995-05-09,21,1,1,,7.6,12.9,114.5,,
ME,1995,1995-05-09,22,1,1,,7.6,13.1,116.3,,
ME,1995,1995-05-09,23,1,1,,7.6,13,115.4,,
ME,1995,1995-05-23,0,1,1,,14,9.2,94.7,168.6,
ME,1995,1995-05-23,1,1,1,,14,9.2,94.7,168.6,
ME,1995,1995-05-23,2,1,1,,14,9.3,95.7,,
ME,1995,1995-05-23,3,1,1,,13.9,9.3,95.5,,
ME,1995,1995-05-23,4,1,1,,13.9,9.5,97.6,,
ME,1995,1995-05-23,5,1,1,,13.4,9.6,97.5,,
ME,1995,1995-05-23,6,1,1,,13.3,9.6,97.3,,
ME,1995,1995-05-23,7,1,1,,13.2,9.5,96.1,,
ME,1995,1995-05-23,8,1,1,,13.1,9.4,94.9,,
ME,1995,1995-05-23,9,1,1,,12.9,9.2,92.4,,
ME,1995,1995-05-23,10,1,1,,12.9,9.1,91.4,,
ME,1995,1995-05-23,11,1,1,,12.8,9.1,91.2,,
ME,1995,1995-05-23,12,1,1,,12.6,9.1,90.8,,
ME,1995,1995-05-23,13,1,1,,11.9,9,88.4,,
ME,1995,1995-05-23,14,1,1,,11.1,8.9,85.8,,
ME,1995,1995-05-23,15,1,1,,10.8,9.3,89.1,,
ME,1995,1995-05-23,16,1,1,,10.5,9.3,88.5,,
ME,1995,1995-05-23,17,1,1,,10.4,9.1,86.4,,
ME,1995,1995-05-23,18,1,1,,10.2,9,85,,
ME,1995,1995-05-23,19,1,1,,10.2,7.3,69,,
ME,1995,1995-05-23,20,1,1,,9.8,8.3,77.7,,
ME,1995,1995-05-23,21,1,1,,9.6,,,,
ME,1995,1995-05-23,21.5,1,1,,9.6,8.4,78.2,,
ME,1995,1995-05-23,22,1,1,,9.6,8,74.5,,
ME,1995,1995-05-23,22.5,1,1,,9.5,7.4,68.8,,
ME,1995,1995-05-23,23,1,1,,9.5,,,,
ME,1995,1995-06-06,0,1,1,,19.3,10.1,116.2,121.7,
ME,1995,1995-06-06,1,1,1,,18.7,10.1,114.8,121.7,
ME,1995,1995-06-06,2,1,1,,18,10.3,115.4,,
ME,1995,1995-06-06,3,1,1,,17.9,10.3,115.2,,
ME,1995,1995-06-06,4,1,1,,17.5,10.2,113.1,,
ME,1995,1995-06-06,5,1,1,,15.6,9.4,100.2,,
ME,1995,1995-06-06,6,1,1,,15.1,9.2,97,,
ME,1995,1995-06-06,7,1,1,,14.9,9.5,99.7,,
ME,1995,1995-06-06,8,1,1,,14.6,9.1,94.9,,
ME,1995,1995-06-06,9,1,1,,14.1,8.9,91.8,,
ME,1995,1995-06-06,10,1,1,,13.8,9,92.2,,
ME,1995,1995-06-06,11,1,1,,13.5,8.5,86.5,,
ME,1995,1995-06-06,12,1,1,,13,7.7,77.5,,
ME,1995,1995-06-06,13,1,1,,12,6.8,67,,
ME,1995,1995-06-06,14,1,1,,11.5,5.9,57.4,,
ME,1995,1995-06-06,15,1,1,,11.2,5.8,56.1,,
ME,1995,1995-06-06,16,1,1,,11,4.9,47.2,,
ME,1995,1995-06-06,17,1,1,,10.6,4.7,44.8,,
ME,1995,1995-06-06,18,1,1,,10.3,3.5,33.1,,
ME,1995,1995-06-06,19,1,1,,10.3,3.2,30.3,,
ME,1995,1995-06-06,20,1,1,,10.1,2,18.8,,
ME,1995,1995-06-06,21,1,1,,10,0.9,8.5,,
ME,1995,1995-06-06,22,1,1,,9.9,0.6,5.6,,
ME,1995,1995-06-06,23,1,1,,9.9,0.5,4.7,,
ME,1995,1995-06-06,24,1,1,,9.8,0.3,2.8,,
ME,1995,1995-06-21,0,1,1,,27.6,12.8,172.4,260.7,
ME,1995,1995-06-21,1,1,1,,27.4,15.6,209.4,260.7,
ME,1995,1995-06-21,2,1,1,,25.6,18.2,236.4,260.7,
ME,1995,1995-06-21,3,1,1,,24.2,15.1,191.1,260.7,
ME,1995,1995-06-21,4,1,1,,22.3,13,158.7,260.7,
ME,1995,1995-06-21,5,1,1,,20.1,9.7,113.4,260.7,
ME,1995,1995-06-21,6,1,1,,18.4,8.1,91.5,260.7,
ME,1995,1995-06-21,7,1,1,,17.5,7,77.6,260.7,
ME,1995,1995-06-21,8,1,1,,16.5,6.3,68.4,260.7,
ME,1995,1995-06-21,9,1,1,,15.8,6.2,66.4,260.7,
ME,1995,1995-06-21,10,1,1,,14.7,5.5,57.5,260.7,
ME,1995,1995-06-21,11,1,1,,14.3,5.1,52.8,260.7,
ME,1995,1995-06-21,12,1,1,,13.5,4.7,47.9,260.7,
ME,1995,1995-06-21,13,1,1,,13,3.8,38.3,260.7,
ME,1995,1995-06-21,14,1,1,,12.1,3.3,32.6,260.7,
ME,1995,1995-06-21,15,1,1,,11.7,1.6,15.6,260.7,
ME,1995,1995-07-06,0,1,1,,21.4,8.1,97.2,63.13,
ME,1995,1995-07-06,1,1,1,,21.5,8,96.2,63.13,
ME,1995,1995-07-06,2,1,1,,21.5,8.1,97.4,63.13,
ME,1995,1995-07-06,3,1,1,,21.5,8,96.2,63.13,
ME,1995,1995-07-06,4,1,1,,21.5,8.1,97.4,63.13,
ME,1995,1995-07-06,5,1,1,,21.5,8.1,97.4,63.13,
ME,1995,1995-07-06,6,1,1,,21.5,8.1,97.4,63.13,
ME,1995,1995-07-06,7,1,1,,21.5,8.1,97.4,63.13,
ME,1995,1995-07-06,8,1,1,,21.5,8.1,97.4,63.13,
ME,1995,1995-07-06,9,1,1,,21.5,8,96.2,63.13,
ME,1995,1995-07-06,10,1,1,,21.5,8.1,97.4,63.13,
ME,1995,1995-07-06,11,1,1,,21.4,7.9,94.8,63.13,
ME,1995,1995-07-06,12,1,1,,15.1,2.2,23.2,63.13,
ME,1995,1995-07-06,13,1,1,,14.2,1.8,18.6,63.13,
ME,1995,1995-07-06,14,1,1,,13.3,0.6,6.1,63.13,
ME,1995,1995-07-06,15,1,1,,12.9,0.3,3,63.13,
ME,1995,1995-07-06,16,1,1,,12.1,0.2,2,63.13,
ME,1995,1995-07-06,17,1,1,,11.6,0.3,2.9,63.13,
ME,1995,1995-07-06,18,1,1,,11.3,0.1,1,63.13,
ME,1995,1995-07-06,19,1,1,,11,0.1,1,63.13,
ME,1995,1995-07-06,20,1,1,,10.9,0.1,1,63.13,
ME,1995,1995-07-06,21,1,1,,10.9,0.1,1,63.13,
ME,1995,1995-07-06,22,1,1,,10.6,0.1,1,63.13,
ME,1995,1995-07-06,23,1,1,,10.6,0.1,1,63.13,
ME,1995,1995-07-06,24,1,1,,10.5,0.1,1,63.13,
ME,1995,1995-07-06,25,1,1,,10.4,0.1,0.9,63.13,
ME,1995,1995-07-18,0,1,1,,24.9,8.1,103.9,267,
ME,1995,1995-07-18,1,1,1,,25.1,8.1,104.2,267,
ME,1995,1995-07-18,2,1,1,,25.1,8.1,104.2,267,
ME,1995,1995-07-18,3,1,1,,25.1,8.1,104.2,267,
ME,1995,1995-07-18,4,1,1,,25.1,8.1,104.2,267,
ME,1995,1995-07-18,5,1,1,,25.1,8.1,104.2,267,
ME,1995,1995-07-18,6,1,1,,25.1,8.1,104.2,267,
ME,1995,1995-07-18,7,1,1,,25,8,102.8,267,
ME,1995,1995-07-18,8,1,1,,25,8,102.8,267,
ME,1995,1995-07-18,9,1,1,,18.5,2.3,26,267,
ME,1995,1995-07-18,10,1,1,,15.8,1,10.7,267,
ME,1995,1995-07-18,11,1,1,,14.3,0.5,5.2,267,
ME,1995,1995-07-18,12,1,1,,13.7,0.5,5.1,267,
ME,1995,1995-07-18,13,1,1,,13,0.4,4,267,
ME,1995,1995-07-18,14,1,1,,12.8,0.4,4,267,
ME,1995,1995-07-18,15,1,1,,12.5,0.4,4,267,
ME,1995,1995-07-18,16,1,1,,12.2,0.4,4,267,
ME,1995,1995-07-18,17,1,1,,11.8,0.4,3.9,267,
ME,1995,1995-07-18,18,1,1,,11.3,0.4,3.9,267,
ME,1995,1995-07-18,19,1,1,,11.1,0.4,3.9,267,
ME,1995,1995-07-18,20,1,1,,11.1,0.4,3.9,267,
ME,1995,1995-07-18,21,1,1,,11,0.4,3.8,267,
ME,1995,1995-07-18,22,1,1,,10.9,0.4,3.8,267,
ME,1995,1995-07-18,23,1,1,,10.8,0.4,3.8,267,
ME,1995,1995-07-18,24,1,1,,10.8,0.4,3.8,267,
ME,1995,1995-08-02,0,1,1,,25.5,7.2,93.4,240.6,
ME,1995,1995-08-02,1,1,1,,25.6,7.1,92.2,240.6,
ME,1995,1995-08-02,2,1,1,,25.6,7.1,92.2,240.6,
ME,1995,1995-08-02,3,1,1,,25.5,7.1,92.1,240.6,
ME,1995,1995-08-02,4,1,1,,25.6,7.1,92.2,240.6,
ME,1995,1995-08-02,5,1,1,,25.6,7.1,92.2,240.6,
ME,1995,1995-08-02,6,1,1,,25.6,7,90.9,240.6,
ME,1995,1995-08-02,7,1,1,,22.7,1.5,18.5,240.6,
ME,1995,1995-08-02,8,1,1,,21.5,0.6,7.2,240.6,
ME,1995,1995-08-02,8.5,1,1,,,,,240.6,
ME,1995,1995-08-02,9,1,1,,20,0.2,2.3,240.6,
ME,1995,1995-08-02,9.5,1,1,,19.5,0.2,2.3,240.6,
ME,1995,1995-08-02,10,1,1,,18.3,0.2,2.3,240.6,
ME,1995,1995-08-02,10.5,1,1,,16.5,0.2,2.2,240.6,
ME,1995,1995-08-02,11,1,1,,15.5,0.2,2.1,240.6,
ME,1995,1995-08-02,11.5,1,1,,14.8,0.2,2.1,240.6,
ME,1995,1995-08-02,12,1,1,,14.4,0.2,2.1,240.6,
ME,1995,1995-08-02,12.5,1,1,,13.8,0.2,2,240.6,
ME,1995,1995-08-02,13,1,1,,13.3,0.2,2,240.6,
ME,1995,1995-08-02,13.5,1,1,,13.1,0.2,2,240.6,
ME,1995,1995-08-02,14,1,1,,12.8,0.2,2,240.6,
ME,1995,1995-08-02,15,1,1,,12.4,0.2,2,240.6,
ME,1995,1995-08-02,16,1,1,,12.1,0.2,2,240.6,
ME,1995,1995-08-02,17,1,1,,11.9,0.2,2,240.6,
ME,1995,1995-08-02,18,1,1,,11.8,0.2,2,240.6,
ME,1995,1995-08-02,19,1,1,,11.5,0.2,1.9,240.6,
ME,1995,1995-08-02,20,1,1,,11.4,0.2,1.9,240.6,
ME,1995,1995-08-02,21,1,1,,11.3,0.2,1.9,240.6,
ME,1995,1995-08-02,22,1,1,,11.1,0.2,1.9,240.6,
ME,1995,1995-08-02,23,1,1,,10.9,0.2,1.9,240.6,
ME,1995,1995-08-02,24,1,1,,10.9,0.2,1.9,240.6,
ME,1995,1995-08-02,24.5,1,1,,10.8,0.2,1.9,240.6,
ME,1995,1995-08-14,0,1,1,,27.1,7.5,100.1,227.1,
ME,1995,1995-08-14,1,1,1,,27.1,7.6,101.4,227.1,
ME,1995,1995-08-14,2,1,1,,27.1,7.5,100.1,227.1,
ME,1995,1995-08-14,3,1,1,,27.1,7.5,100.1,227.1,
ME,1995,1995-08-14,4,1,1,,27,7.4,98.6,227.1,
ME,1995,1995-08-14,5,1,1,,26.9,7.3,97.1,227.1,
ME,1995,1995-08-14,6,1,1,,26.7,7.1,94.1,227.1,
ME,1995,1995-08-14,7,1,1,,24,2,25.2,227.1,
ME,1995,1995-08-14,7.5,1,1,,22.5,0.5,6.1,227.1,
ME,1995,1995-08-14,8,1,1,,22.1,0.2,2.4,227.1,
ME,1995,1995-08-14,8.5,1,1,,20.1,0.2,2.3,227.1,
ME,1995,1995-08-14,9,1,1,,18.8,0.2,2.3,227.1,
ME,1995,1995-08-14,9.5,1,1,,18.2,0.2,2.3,227.1,
ME,1995,1995-08-14,10,1,1,,17.8,0.2,2.2,227.1,
ME,1995,1995-08-14,10.5,1,1,,17.2,0.2,2.2,227.1,
ME,1995,1995-08-14,11,1,1,,16.6,0.2,2.2,227.1,
ME,1995,1995-08-14,11.5,1,1,,15.7,0.2,2.1,227.1,
ME,1995,1995-08-14,12,1,1,,14.7,0.2,2.1,227.1,
ME,1995,1995-08-14,12.5,1,1,,14,0.2,2.1,227.1,
ME,1995,1995-08-14,13,1,1,,13.3,0.2,2,227.1,
ME,1995,1995-08-14,13.5,1,1,,13.1,0.2,2,227.1,
ME,1995,1995-08-14,14,1,1,,13,0.2,2,227.1,
ME,1995,1995-08-14,14.5,1,1,,12.8,0.2,2,227.1,
ME,1995,1995-08-14,15,1,1,,12.7,0.2,2,227.1,
ME,1995,1995-08-14,15.5,1,1,,12.4,0.2,2,227.1,
ME,1995,1995-08-14,16,1,1,,12.2,0.2,2,227.1,
ME,1995,1995-08-14,16.5,1,1,,12,0.2,2,227.1,
ME,1995,1995-08-14,17,1,1,,11.8,0.2,2,227.1,
ME,1995,1995-08-14,17.5,1,1,,11.6,0.2,2,227.1,
ME,1995,1995-08-14,18,1,1,,11.5,0.2,1.9,227.1,
ME,1995,1995-08-14,19,1,1,,11.4,0.2,1.9,227.1,
ME,1995,1995-08-14,20,1,1,,11.2,0.2,1.9,227.1,
ME,1995,1995-08-14,21,1,1,,11.1,0.2,1.9,227.1,
ME,1995,1995-08-14,22,1,1,,11,0.2,1.9,227.1,
ME,1995,1995-08-14,23,1,1,,11,0.2,1.9,227.1,
ME,1995,1995-08-30,0,1,1,,25,8.3,106.6,201.9,
ME,1995,1995-08-30,1,1,1,,25.1,7.9,101.7,201.9,
ME,1995,1995-08-30,2,1,1,,25.1,7.8,100.4,201.9,
ME,1995,1995-08-30,3,1,1,,25.1,7.7,99.1,201.9,
ME,1995,1995-08-30,4,1,1,,25.1,7.6,97.8,201.9,
ME,1995,1995-08-30,5,1,1,,25.1,7.5,96.5,201.9,
ME,1995,1995-08-30,6,1,1,,25,7.4,95.1,201.9,
ME,1995,1995-08-30,7,1,1,,25,7.4,95.1,201.9,
ME,1995,1995-08-30,8,1,1,,24.8,6.6,84.5,201.9,
ME,1995,1995-08-30,8.5,1,1,,22.8,3.7,45.6,201.9,
ME,1995,1995-08-30,9,1,1,,20.7,0.8,9.5,201.9,
ME,1995,1995-08-30,9.5,1,1,,18.9,0.6,6.8,201.9,
ME,1995,1995-08-30,10,1,1,,18.1,0.5,5.6,201.9,
ME,1995,1995-08-30,10.5,1,1,,17.4,0.5,5.5,201.9,
ME,1995,1995-08-30,11,1,1,,16.5,0.5,5.4,201.9,
ME,1995,1995-08-30,11.5,1,1,,15.6,0.4,4.3,201.9,
ME,1995,1995-08-30,12,1,1,,14.9,0.4,4.2,201.9,
ME,1995,1995-08-30,12.5,1,1,,14.2,0.4,4.1,201.9,
ME,1995,1995-08-30,13,1,1,,14,0.4,4.1,201.9,
ME,1995,1995-08-30,14,1,1,,13.3,0.4,4.1,201.9,
ME,1995,1995-08-30,15,1,1,,12.8,0.4,4,201.9,
ME,1995,1995-08-30,16,1,1,,12.2,0.4,4,201.9,
ME,1995,1995-08-30,17,1,1,,11.8,0.4,3.9,201.9,
ME,1995,1995-08-30,18,1,1,,11.7,0.3,2.9,201.9,
ME,1995,1995-08-30,19,1,1,,11.5,0.3,2.9,201.9,
ME,1995,1995-08-30,20,1,1,,11.2,0.3,2.9,201.9,
ME,1995,1995-08-30,21,1,1,,11.1,0.3,2.9,201.9,
ME,1995,1995-08-30,22,1,1,,11,0.3,2.9,201.9,
ME,1995,1995-08-30,23,1,1,,11,0.3,2.9,201.9,
ME,1995,1995-08-30,24,1,1,,11,0.3,2.9,201.9,
ME,1995,1995-09-11,0,1,1,,20.8,7.8,92.5,199.1,
ME,1995,1995-09-11,1,1,1,,20.9,7.6,90.3,199.1,
ME,1995,1995-09-11,2,1,1,,20.9,7.5,89.1,199.1,
ME,1995,1995-09-11,3,1,1,,20.9,7.4,87.9,199.1,
ME,1995,1995-09-11,4,1,1,,20.9,7.4,87.9,199.1,
ME,1995,1995-09-11,5,1,1,,20.9,7.4,87.9,199.1,
ME,1995,1995-09-11,6,1,1,,20.9,7.3,86.7,199.1,
ME,1995,1995-09-11,7,1,1,,20.9,7.3,86.7,199.1,
ME,1995,1995-09-11,8,1,1,,20.9,7.3,86.7,199.1,
ME,1995,1995-09-11,9,1,1,,20.9,7.2,85.5,199.1,
ME,1995,1995-09-11,10,1,1,,20.9,7.2,85.5,199.1,
ME,1995,1995-09-11,10.5,1,1,,20.8,7.1,84.2,199.1,
ME,1995,1995-09-11,11,1,1,,18,0.3,3.4,199.1,
ME,1995,1995-09-11,11.5,1,1,,17.3,0.3,3.3,199.1,
ME,1995,1995-09-11,12,1,1,,15.6,0.3,3.2,199.1,
ME,1995,1995-09-11,12.5,1,1,,13.9,0.3,3.1,199.1,
ME,1995,1995-09-11,13,1,1,,13.6,0.3,3.1,199.1,
ME,1995,1995-09-11,13.5,1,1,,13.2,0.3,3,199.1,
ME,1995,1995-09-11,14,1,1,,12.9,0.2,2,199.1,
ME,1995,1995-09-11,14.5,1,1,,12.6,0.2,2,199.1,
ME,1995,1995-09-11,15,1,1,,12.4,0.2,2,199.1,
ME,1995,1995-09-11,15.5,1,1,,12.2,0.2,2,199.1,
ME,1995,1995-09-11,16,1,1,,12.1,0.2,2,199.1,
ME,1995,1995-09-11,17,1,1,,11.8,0.2,2,199.1,
ME,1995,1995-09-11,18,1,1,,11.6,0.2,2,199.1,
ME,1995,1995-09-11,19,1,1,,11.5,0.2,1.9,199.1,
ME,1995,1995-09-11,20,1,1,,11.3,0.2,1.9,199.1,
ME,1995,1995-09-11,21,1,1,,11.2,0.2,1.9,199.1,
ME,1995,1995-09-11,22,1,1,,11.2,0.2,1.9,199.1,
ME,1995,1995-09-11,23,1,1,,11.1,0.2,1.9,199.1,
ME,1995,1995-09-25,0,1,1,,16.1,8,86.2,110.2,
ME,1995,1995-09-25,1,1,1,,16.1,7.7,82.9,110.2,
ME,1995,1995-09-25,2,1,1,,16.1,7.7,82.9,110.2,
ME,1995,1995-09-25,3,1,1,,16.1,7.8,84,110.2,
ME,1995,1995-09-25,4,1,1,,16.1,7.8,84,110.2,
ME,1995,1995-09-25,5,1,1,,16.1,7.7,82.9,110.2,
ME,1995,1995-09-25,6,1,1,,16.1,7.7,82.9,110.2,
ME,1995,1995-09-25,7,1,1,,16.1,7.6,81.9,110.2,
ME,1995,1995-09-25,8,1,1,,16.1,7.6,81.9,110.2,
ME,1995,1995-09-25,9,1,1,,16.1,7.6,81.9,110.2,
ME,1995,1995-09-25,10,1,1,,16.1,7.6,81.9,110.2,
ME,1995,1995-09-25,11,1,1,,16.1,7.6,81.9,110.2,
ME,1995,1995-09-25,12,1,1,,16,7.4,79.5,110.2,
ME,1995,1995-09-25,13,1,1,,16,7.3,78.5,110.2,
ME,1995,1995-09-25,13.5,1,1,,15.4,3.4,36.1,110.2,
ME,1995,1995-09-25,14,1,1,,14,0.4,4.1,110.2,
ME,1995,1995-09-25,14.5,1,1,,13,0.2,2,110.2,
ME,1995,1995-09-25,15,1,1,,12,0.3,3,110.2,
ME,1995,1995-09-25,16,1,1,,12,0.3,3,110.2,
ME,1995,1995-09-25,17,1,1,,11.8,0.3,2.9,110.2,
ME,1995,1995-09-25,18,1,1,,11.6,0.3,2.9,110.2,
ME,1995,1995-09-25,19,1,1,,11.4,0.3,2.9,110.2,
ME,1995,1995-09-25,20,1,1,,11.3,0.3,2.9,110.2,
ME,1995,1995-09-25,21,1,1,,11.2,0.3,2.9,110.2,
ME,1995,1995-09-25,22,1,1,,11.1,0.3,2.9,110.2,
ME,1995,1995-09-25,23,1,1,,11.1,0.2,1.9,110.2,
ME,1995,1995-09-25,24,1,1,,11.1,0.2,1.9,110.2,
ME,1995,1995-10-11,0,1,1,,15.2,8.1,85.6,167.3,
ME,1995,1995-10-11,1,1,1,,15.2,8,84.5,167.3,
ME,1995,1995-10-11,2,1,1,,15.2,8,84.5,167.3,
ME,1995,1995-10-11,3,1,1,,15.1,7.9,83.3,167.3,
ME,1995,1995-10-11,4,1,1,,15.1,7.9,83.3,167.3,
ME,1995,1995-10-11,5,1,1,,15.1,7.8,82.2,167.3,
ME,1995,1995-10-11,6,1,1,,15.1,7.8,82.2,167.3,
ME,1995,1995-10-11,7,1,1,,15.1,7.8,82.2,167.3,
ME,1995,1995-10-11,8,1,1,,15,7.7,81,167.3,
ME,1995,1995-10-11,9,1,1,,15,7.6,80,167.3,
ME,1995,1995-10-11,10,1,1,,15,7.6,80,167.3,
ME,1995,1995-10-11,11,1,1,,15,7.6,80,167.3,
ME,1995,1995-10-11,12,1,1,,15,7.5,78.9,167.3,
ME,1995,1995-10-11,13,1,1,,15,7.5,78.9,167.3,
ME,1995,1995-10-11,14,1,1,,15,7.5,78.9,167.3,
ME,1995,1995-10-11,15,1,1,,15,7.5,78.9,167.3,
ME,1995,1995-10-11,16,1,1,,15,7.5,78.9,167.3,
ME,1995,1995-10-11,17,1,1,,15,7.5,78.9,167.3,
ME,1995,1995-10-11,18,1,1,,15,7.4,77.9,167.3,
ME,1995,1995-10-11,18.5,1,1,,,,,167.3,
ME,1995,1995-10-11,19,1,1,,15,7.4,77.9,167.3,
ME,1995,1995-10-11,19.5,1,1,,12.6,0.3,3,167.3,
ME,1995,1995-10-11,20,1,1,,12.5,0.3,3,167.3,
ME,1995,1995-10-11,20.5,1,1,,12.2,0.3,3,167.3,
ME,1995,1995-10-11,21,1,1,,11.9,0.3,2.9,167.3,
ME,1995,1995-10-11,21.5,1,1,,11.9,0.3,2.9,167.3,
ME,1995,1995-10-11,22,1,1,,11.8,0.3,2.9,167.3,
ME,1995,1995-10-11,22.5,1,1,,11.7,0.2,2,167.3,
ME,1995,1995-10-25,0,1,1,,11.4,8.8,85.5,125.8,
ME,1995,1995-10-25,1,1,1,,11.5,8.7,84.7,125.8,
ME,1995,1995-10-25,2,1,1,,11.5,8.7,84.7,125.8,
ME,1995,1995-10-25,3,1,1,,11.5,8.6,83.7,125.8,
ME,1995,1995-10-25,4,1,1,,11.5,8.6,83.7,125.8,
ME,1995,1995-10-25,5,1,1,,11.5,8.6,83.7,125.8,
ME,1995,1995-10-25,6,1,1,,11.5,8.6,83.7,125.8,
ME,1995,1995-10-25,7,1,1,,11.4,8.5,82.6,125.8,
ME,1995,1995-10-25,8,1,1,,11.4,8.5,82.6,125.8,
ME,1995,1995-10-25,9,1,1,,11.4,8.5,82.6,125.8,
ME,1995,1995-10-25,10,1,1,,11.4,8.5,82.6,125.8,
ME,1995,1995-10-25,11,1,1,,11.4,8.5,82.6,125.8,
ME,1995,1995-10-25,12,1,1,,11.4,8.4,81.6,125.8,
ME,1995,1995-10-25,13,1,1,,11.4,8.4,81.6,125.8,
ME,1995,1995-10-25,14,1,1,,11.4,8.5,82.6,125.8,
ME,1995,1995-10-25,15,1,1,,11.4,8.5,82.6,125.8,
ME,1995,1995-10-25,16,1,1,,11.4,8.4,81.6,125.8,
ME,1995,1995-10-25,17,1,1,,11.4,8.4,81.6,125.8,
ME,1995,1995-10-25,18,1,1,,11.4,8.4,81.6,125.8,
ME,1995,1995-10-25,19,1,1,,11.3,8.4,81.4,125.8,
ME,1995,1995-10-25,20,1,1,,11.2,8.5,82.2,125.8,
ME,1995,1995-10-25,21,1,1,,11.2,8.5,82.2,125.8,
ME,1995,1995-10-25,22,1,1,,11.2,8.4,81.2,125.8,
ME,1995,1995-11-10,0,1,1,,7.4,11.5,101.6,65.67,
ME,1995,1995-11-10,1,1,1,,7.4,11.5,101.6,65.67,
ME,1995,1995-11-10,2,1,1,,7.4,11.4,100.7,65.67,
ME,1995,1995-11-10,3,1,1,,7.4,11.4,100.7,65.67,
ME,1995,1995-11-10,4,1,1,,7.4,11.3,99.8,65.67,
ME,1995,1995-11-10,5,1,1,,7.4,11.9,105.1,65.67,
ME,1995,1995-11-10,6,1,1,,7.4,11.2,98.9,65.67,
ME,1995,1995-11-10,7,1,1,,7.4,11.2,98.9,65.67,
ME,1995,1995-11-10,8,1,1,,7.4,11.2,98.9,65.67,
ME,1995,1995-11-10,9,1,1,,7.4,11.2,98.9,65.67,
ME,1995,1995-11-10,10,1,1,,7.4,11.1,98,65.67,
ME,1995,1995-11-10,11,1,1,,7.4,11.1,98,65.67,
ME,1995,1995-11-10,12,1,1,,7.4,11.1,98,65.67,
ME,1995,1995-11-10,13,1,1,,7.4,11.1,98,65.67,
ME,1995,1995-11-10,14,1,1,,7.4,11.1,98,65.67,
ME,1995,1995-11-10,15,1,1,,7.4,11.1,98,65.67,
ME,1995,1995-11-10,16,1,1,,7.4,11.1,98,65.67,
ME,1995,1995-11-10,17,1,1,,7.4,11,97.1,65.67,
ME,1995,1995-11-10,18,1,1,,7.4,11,97.1,65.67,
ME,1995,1995-11-10,19,1,1,,7.4,11,97.1,65.67,
ME,1995,1995-11-10,20,1,1,,7.4,11,97.1,65.67,
ME,1995,1995-11-10,21,1,1,,7.4,11,97.1,65.67,
ME,1995,1995-11-10,22,1,1,,7.4,11,97.1,65.67,
ME,1995,1995-11-10,23,1,1,,7.4,8.9,78.6,65.67,
ME,1995,1995-12-06,0,1,1,,2.3,11.6,89.8,83.1,
ME,1995,1995-12-06,4,1,1,,2.3,11.3,87.4,83.1,
ME,1995,1995-12-06,8,1,1,,2.3,,,83.1,
ME,1995,1995-12-06,12,1,1,,2.3,,,83.1,
ME,1995,1995-12-06,16,1,1,,2.3,,,83.1,
ME,1995,1995-12-06,20,1,1,,2.3,,,83.1,
ME,1995,1995-12-06,23,1,1,,2.3,,,83.1,
ME,1996,1996-02-06,0,1,1,,,,,83.1,
ME,1996,1996-02-06,1,1,1,,,,,83.1,
ME,1996,1996-02-06,4,1,1,,,,,83.1,
ME,1996,1996-02-06,8,1,1,,,,,83.1,
ME,1996,1996-02-06,12,1,1,,,,,83.1,
ME,1996,1996-02-06,16,1,1,,,,,83.1,
ME,1996,1996-02-06,20,1,1,,,,,83.1,
ME,1996,1996-04-09,0,1,1,,4.2,15.4,125.4,288,
ME,1996,1996-04-09,1,1,1,,3.9,15.5,125.2,288,
ME,1996,1996-04-09,2,1,1,,3.9,15.5,125.2,288,
ME,1996,1996-04-09,3,1,1,,3.8,15.5,124.9,288,
ME,1996,1996-04-09,4,1,1,,3.8,15.5,124.9,288,
ME,1996,1996-04-09,5,1,1,,3.8,15.5,124.9,288,
ME,1996,1996-04-09,6,1,1,,3.8,15.4,124.1,288,
ME,1996,1996-04-09,7,1,1,,3.7,15.3,122.9,288,
