lakeid,year4,sampledate,depth,rep,sta,event,wtemp,o2,o2sat,shortwaverad,saturation
ME,2000,2000-02-28,3,1,1,,1.2,14.4,108.1,119.3,
ME,2000,2000-02-28,4,1,1,,1.1,14.4,107.8,119.3,
ME,2000,2000-02-28,5,1,1,,1.1,14.5,108.6,119.3,
ME,2000,2000-02-28,6,1,1,,1.1,14.5,108.6,119.3,
ME,2000,2000-02-28,7,1,1,,1.1,14.2,106.3,119.3,
ME,2000,2000-02-28,8,1,1,,1.1,14.2,106.3,119.3,
ME,2000,2000-02-28,9,1,1,,1.1,14.2,106.3,119.3,
ME,2000,2000-02-28,10,1,1,,1.1,14.3,107.1,119.3,
ME,2000,2000-02-28,11,1,1,,1.1,14.3,107.1,119.3,
ME,2000,2000-02-28,12,1,1,,1.1,14.3,107.1,119.3,
ME,2000,2000-02-28,13,1,1,,1.1,14.3,107.1,119.3,
ME,2000,2000-02-28,14,1,1,,1.1,14.3,107.1,119.3,
ME,2000,2000-02-28,15,1,1,,1.1,14.3,107.1,119.3,
ME,2000,2000-02-28,16,1,1,,1.1,13.5,101.1,119.3,
ME,2000,2000-02-28,17,1,1,,1.2,12.3,92.3,119.3,
ME,2000,2000-02-28,18,1,1,,1.5,10.6,80.2,119.3,
ME,2000,2000-02-28,19,1,1,,1.7,9.1,69.3,119.3,
ME,2000,2000-02-28,20,1,1,,2,7.3,56,119.3,
ME,2000,2000-02-28,21,1,1,,2.2,0.4,3.1,119.3,
ME,2000,2000-03-13,0,1,1,,3,13.1,103.3,122.2,
ME,2000,2000-03-13,1,1,1,,2.9,13,102.3,122.2,
ME,2000,2000-03-13,2,1,1,,2.9,13,102.3,122.2,
ME,2000,2000-03-13,3,1,1,,2.9,13,102.3,122.2,
ME,2000,2000-03-13,4,1,1,,2.9,13,102.3,122.2,
ME,2000,2000-03-13,5,1,1,,2.9,13,102.3,122.2,
ME,2000,2000-03-13,6,1,1,,2.8,12.9,101.2,122.2,
ME,2000,2000-03-13,7,1,1,,2.8,13,102,122.2,
ME,2000,2000-03-13,8,1,1,,2.8,13,102,122.2,
ME,2000,2000-03-13,9,1,1,,2.8,13,102,122.2,
ME,2000,2000-03-13,10,1,1,,2.8,13,102,122.2,
ME,2000,2000-03-13,11,1,1,,2.8,13,102,122.2,
ME,2000,2000-03-13,12,1,1,,2.8,13,102,122.2,
ME,2000,2000-03-13,13,1,1,,2.8,13,102,122.2,
ME,2000,2000-03-13,14,1,1,,2.8,13,102,122.2,
ME,2000,2000-03-13,15,1,1,,2.8,13,102,122.2,
ME,2000,2000-03-13,16,1,1,,2.8,13,102,122.2,
ME,2000,2000-03-13,17,1,1,,2.8,13,102,122.2,
ME,2000,2000-03-13,18,1,1,,2.8,13,102,122.2,
ME,2000,2000-03-13,19,1,1,,2.8,13,102,122.2,
ME,2000,2000-03-13,20,1,1,,2.9,13,102.3,122.2,
ME,2000,2000-03-13,21,1,1,,2.9,13,102.3,122.2,
ME,2000,2000-03-13,22,1,1,,2.9,13,102.3,122.2,
ME,2000,2000-03-13,23,1,1,,2.9,13,102.3,122.2,
ME,2000,2000-03-13,24,1,1,,2.9,13,102.3,122.2,
ME,2000,2000-03-29,0,1,1,,4.4,13.5,110.5,103.3,
ME,2000,2000-03-29,1,1,1,,4.3,13.6,111,103.3,
ME,2000,2000-03-29,2,1,1,,4.3,13.6,111,103.3,
ME,2000,2000-03-29,3,1,1,,4.3,13.6,111,103.3,
ME,2000,2000-03-29,4,1,1,,4.3,13.6,111,103.3,
ME,2000,2000-03-29,5,1,1,,4.2,13.8,112.4,103.3,
ME,2000,2000-03-29,6,1,1,,4.3,13.7,111.8,103.3,
ME,2000,2000-03-29,7,1,1,,4.2,13.8,112.4,103.3,
ME,2000,2000-03-29,8,1,1,,4.2,13.7,111.5,103.3,
ME,2000,2000-03-29,9,1,1,,4.2,13.7,111.5,103.3,
ME,2000,2000-03-29,10,1,1,,4.2,13.7,111.5,103.3,
ME,2000,2000-03-29,11,1,1,,4.2,13.6,110.7,103.3,
ME,2000,2000-03-29,12,1,1,,4.2,13.6,110.7,103.3,
ME,2000,2000-03-29,13,1,1,,4.2,13.6,110.7,103.3,
ME,2000,2000-03-29,14,1,1,,4.2,13.6,110.7,103.3,
ME,2000,2000-03-29,15,1,1,,4.2,13.6,110.7,103.3,
ME,2000,2000-03-29,16,1,1,,4.2,13.6,110.7,103.3,
ME,2000,2000-03-29,17,1,1,,4.2,13.6,110.7,103.3,
ME,2000,2000-03-29,18,1,1,,4.2,13.7,111.5,103.3,
ME,2000,2000-03-29,19,1,1,,4.2,13.6,110.7,103.3,
ME,2000,2000-03-29,20,1,1,,4.1,13.7,111.2,103.3,
ME,2000,2000-03-29,21,1,1,,4.1,13.6,110.4,103.3,
ME,2000,2000-03-29,22,1,1,,4.2,13.6,110.7,103.3,
ME,2000,2000-03-29,23,1,1,,4.1,13.6,110.4,103.3,
ME,2000,2000-04-10,0,1,1,,5.7,13,110,282.7,
ME,2000,2000-04-10,1,1,1,,5.7,12.8,108.3,282.7,
ME,2000,2000-04-10,2,1,1,,5.7,12.8,108.3,282.7,
ME,2000,2000-04-10,3,1,1,,5.7,12.8,108.3,282.7,
ME,2000,2000-04-10,4,1,1,,5.7,12.9,109.2,282.7,
ME,2000,2000-04-10,5,1,1,,5.7,12.9,109.2,282.7,
ME,2000,2000-04-10,6,1,1,,5.7,13.1,110.9,282.7,
ME,2000,2000-04-10,7,1,1,,5.7,13.1,110.9,282.7,
ME,2000,2000-04-10,8,1,1,,5.7,13.2,111.7,282.7,
ME,2000,2000-04-10,9,1,1,,5.7,13.2,111.7,282.7,
ME,2000,2000-04-10,10,1,1,,5.7,13.3,112.6,282.7,
ME,2000,2000-04-10,11,1,1,,5.7,13.3,112.6,282.7,
ME,2000,2000-04-10,12,1,1,,5.7,13.4,113.4,282.7,
ME,2000,2000-04-10,13,1,1,,5.6,13.4,113.1,282.7,
ME,2000,2000-04-10,14,1,1,,5.6,13.4,113.1,282.7,
ME,2000,2000-04-10,15,1,1,,5.6,13.4,113.1,282.7,
ME,2000,2000-04-10,16,1,1,,5.6,13.4,113.1,282.7,
ME,2000,2000-04-10,17,1,1,,5.6,13.5,114,282.7,
ME,2000,2000-04-10,18,1,1,,5.6,13.4,113.1,282.7,
ME,2000,2000-04-10,19,1,1,,5.6,13.4,113.1,282.7,
ME,2000,2000-04-10,20,1,1,,5.6,13.4,113.1,282.7,
ME,2000,2000-04-10,21,1,1,,5.6,13.4,113.1,282.7,
ME,2000,2000-04-10,22,1,1,,5.6,13.4,113.1,282.7,
ME,2000,2000-04-10,23,1,1,,5.6,13.4,113.1,282.7,
ME,2000,2000-04-10,24,1,1,,5.6,13.1,110.6,282.7,
ME,2000,2000-04-25,0,1,1,,7.5,11.8,104.5,333.4,
ME,2000,2000-04-25,1,1,1,,7.3,11.9,104.8,333.4,
ME,2000,2000-04-25,2,1,1,,7.2,11.9,104.6,333.4,
ME,2000,2000-04-25,3,1,1,,7.2,11.9,104.6,333.4,
ME,2000,2000-04-25,4,1,1,,7.2,11.9,104.6,333.4,
ME,2000,2000-04-25,5,1,1,,7.1,11.8,103.4,333.4,
ME,2000,2000-04-25,6,1,1,,7.1,11.8,103.4,333.4,
ME,2000,2000-04-25,7,1,1,,7.1,11.7,102.6,333.4,
ME,2000,2000-04-25,8,1,1,,7.1,11.7,102.6,333.4,
ME,2000,2000-04-25,9,1,1,,7.1,11.7,102.6,333.4,
ME,2000,2000-04-25,10,1,1,,7.1,11.8,103.4,333.4,
ME,2000,2000-04-25,11,1,1,,7.1,11.8,103.4,333.4,
ME,2000,2000-04-25,12,1,1,,7.1,11.9,104.3,333.4,
ME,2000,2000-04-25,13,1,1,,7.1,11.9,104.3,333.4,
ME,2000,2000-04-25,14,1,1,,7.1,11.9,104.3,333.4,
ME,2000,2000-04-25,15,1,1,,7.1,11.9,104.3,333.4,
ME,2000,2000-04-25,16,1,1,,7,11.9,104.1,333.4,
ME,2000,2000-04-25,17,1,1,,7,11.9,104.1,333.4,
ME,2000,2000-04-25,18,1,1,,6.7,11.7,101.5,333.4,
ME,2000,2000-04-25,19,1,1,,6.6,11.6,100.4,333.4,
ME,2000,2000-04-25,20,1,1,,6.5,11.5,99.3,333.4,
ME,2000,2000-04-25,21,1,1,,6.5,11.5,99.3,333.4,
ME,2000,2000-04-25,22,1,1,,6.5,11.4,98.5,333.4,
ME,2000,2000-04-25,23,1,1,,6.4,11.4,98.2,333.4,
ME,2000,2000-04-25,24,1,1,,6.4,11.3,97.3,333.4,
ME,2000,2000-05-09,0,1,1,,16.8,10.1,110.4,227.1,
ME,2000,2000-05-09,1,1,1,,16.8,10.2,111.5,227.1,
ME,2000,2000-05-09,2,1,1,,16.8,10.2,111.5,227.1,
ME,2000,2000-05-09,3,1,1,,16.8,10.2,111.5,227.1,
ME,2000,2000-05-09,4,1,1,,16.6,10.2,111,227.1,
ME,2000,2000-05-09,5,1,1,,16.5,10.2,110.8,227.1,
ME,2000,2000-05-09,6,1,1,,16,10.3,110.7,227.1,
ME,2000,2000-05-09,7,1,1,,9.7,10.6,99,227.1,
ME,2000,2000-05-09,8,1,1,,9.3,10.6,98,227.1,
ME,2000,2000-05-09,9,1,1,,8.8,10.6,96.9,227.1,
ME,2000,2000-05-09,10,1,1,,8.6,10.5,95.5,227.1,
ME,2000,2000-05-09,11,1,1,,8.2,10.6,95.5,227.1,
ME,2000,2000-05-09,12,1,1,,7.9,10.2,91.2,227.1,
ME,2000,2000-05-09,13,1,1,,7.8,10.2,91,227.1,
ME,2000,2000-05-09,14,1,1,,7.7,10.2,90.7,227.1,
ME,2000,2000-05-09,15,1,1,,7.6,10.3,91.4,227.1,
ME,2000,2000-05-09,16,1,1,,7.5,10.1,89.4,227.1,
ME,2000,2000-05-09,17,1,1,,7.4,10.3,91,227.1,
ME,2000,2000-05-09,18,1,1,,7.3,10.7,94.3,227.1,
ME,2000,2000-05-09,19,1,1,,7.1,10.1,88.5,227.1,
ME,2000,2000-05-09,20,1,1,,7,10.2,89.2,227.1,
ME,2000,2000-05-09,21,1,1,,6.9,9.2,80.2,227.1,
ME,2000,2000-05-09,22,1,1,,6.9,9,78.5,227.1,
ME,2000,2000-05-09,23,1,1,,6.8,8.9,77.4,227.1,
ME,2000,2000-05-09,24,1,1,,6.8,8.9,77.4,227.1,
ME,2000,2000-05-22,0,1,1,,13.7,9.7,99.2,134.4,
ME,2000,2000-05-22,1,1,1,,13.7,9.7,99.2,134.4,
ME,2000,2000-05-22,2,1,1,,13.7,9.7,99.2,134.4,
ME,2000,2000-05-22,3,1,1,,13.7,9.7,99.2,134.4,
ME,2000,2000-05-22,4,1,1,,13.7,9.7,99.2,134.4,
ME,2000,2000-05-22,5,1,1,,13.7,9.7,99.2,134.4,
ME,2000,2000-05-22,6,1,1,,13.6,9.6,98,134.4,
ME,2000,2000-05-22,7,1,1,,13.6,9.7,99,134.4,
ME,2000,2000-05-22,8,1,1,,13.5,9.6,97.7,134.4,
ME,2000,2000-05-22,9,1,1,,12.1,9.4,92.8,134.4,
ME,2000,2000-05-22,9.5,1,1,,11.8,9.2,90.2,134.4,
ME,2000,2000-05-22,10,1,1,,11.7,9.1,89,134.4,
ME,2000,2000-05-22,10.5,1,1,,11.6,9.1,88.8,134.4,
ME,2000,2000-05-22,11,1,1,,11.5,9.1,88.6,134.4,
ME,2000,2000-05-22,11.5,1,1,,11.4,9.2,89.3,134.4,
ME,2000,2000-05-22,12,1,1,,11.3,9.3,90.1,134.4,
ME,2000,2000-05-22,13,1,1,,11.2,9,87,134.4,
ME,2000,2000-05-22,14,1,1,,11.1,8.9,85.8,134.4,
ME,2000,2000-05-22,15,1,1,,10.6,8.7,82.9,134.4,
ME,2000,2000-05-22,16,1,1,,9.8,8.1,75.8,134.4,
ME,2000,2000-05-22,17,1,1,,9.1,7.8,71.8,134.4,
ME,2000,2000-05-22,18,1,1,,8.9,7.7,70.5,134.4,
ME,2000,2000-05-22,19,1,1,,8.8,7.5,68.5,134.4,
ME,2000,2000-05-22,20,1,1,,8.7,7.4,67.5,134.4,
ME,2000,2000-05-22,21,1,1,,8.6,7.3,66.4,134.4,
ME,2000,2000-05-22,22,1,1,,8.5,7.3,66.2,134.4,
ME,2000,2000-05-22,23,1,1,,8.4,7.1,64.3,134.4,
ME,2000,2000-05-22,24,1,1,,8.1,6.3,56.6,134.4,
ME,2000,2000-05-22,24.5,1,1,,8.1,0.1,0.9,134.4,
ME,2000,2000-06-06,0,1,1,,15.7,9.4,100.4,364.7,
ME,2000,2000-06-06,1,1,1,,15.7,9.3,99.3,364.7,
ME,2000,2000-06-06,2,1,1,,15.5,9.3,98.9,364.7,
ME,2000,2000-06-06,3,1,1,,15.4,9.3,98.7,364.7,
ME,2000,2000-06-06,4,1,1,,15.3,9.2,97.4,364.7,
ME,2000,2000-06-06,5,1,1,,15.3,9.1,96.4,364.7,
ME,2000,2000-06-06,6,1,1,,15.3,9.1,96.4,364.7,
ME,2000,2000-06-06,7,1,1,,15.3,9,95.3,364.7,
ME,2000,2000-06-06,8,1,1,,15.3,9,95.3,364.7,
ME,2000,2000-06-06,9,1,1,,15.3,9,95.3,364.7,
ME,2000,2000-06-06,10,1,1,,15.3,9,95.3,364.7,
ME,2000,2000-06-06,11,1,1,,15.2,9,95.1,364.7,
ME,2000,2000-06-06,12,1,1,,15.2,9,95.1,364.7,
ME,2000,2000-06-06,13,1,1,,15.2,9,95.1,364.7,
ME,2000,2000-06-06,14,1,1,,14.7,8.5,88.9,364.7,
ME,2000,2000-06-06,14.5,1,1,,13.6,7.8,79.6,364.7,
ME,2000,2000-06-06,15,1,1,,13.4,7.7,78.2,364.7,
ME,2000,2000-06-06,15.5,1,1,,13.3,7.6,77,364.7,
ME,2000,2000-06-06,16,1,1,,12.8,7.4,74.2,364.7,
ME,2000,2000-06-06,16.5,1,1,,12.5,7.2,71.7,364.7,
ME,2000,2000-06-06,17,1,1,,12.1,7,69.1,364.7,
ME,2000,2000-06-06,17.5,1,1,,11.9,6.7,65.8,364.7,
ME,2000,2000-06-06,18,1,1,,11.5,6.4,62.3,364.7,
ME,2000,2000-06-06,18.5,1,1,,11.4,6.3,61.2,364.7,
ME,2000,2000-06-06,19,1,1,,11.1,6,57.9,364.7,
ME,2000,2000-06-06,19.5,1,1,,11,5.8,55.8,364.7,
ME,2000,2000-06-06,20,1,1,,10.9,5.7,54.7,364.7,
ME,2000,2000-06-06,21,1,1,,10.7,5.5,52.6,364.7,
ME,2000,2000-06-06,22,1,1,,10.6,5.3,50.5,364.7,
ME,2000,2000-06-06,23,1,1,,10.5,5,47.6,364.7,
ME,2000,2000-06-06,24,1,1,,10.3,4,37.9,364.7,
ME,2000,2000-06-06,25,1,1,,10.2,3.2,30.2,364.7,
ME,2000,2000-06-06,25.2,1,1,,10.1,0.1,0.9,364.7,
ME,2000,2000-06-19,0,1,1,,19.5,10,115.5,240.6,
ME,2000,2000-06-19,1,1,1,,19.3,10,115.1,240.6,
ME,2000,2000-06-19,2,1,1,,19.3,10.1,116.2,240.6,
ME,2000,2000-06-19,3,1,1,,19.2,10,114.8,240.6,
ME,2000,2000-06-19,4,1,1,,19.1,9.9,113.5,240.6,
ME,2000,2000-06-19,5,1,1,,19.1,9.9,113.5,240.6,
ME,2000,2000-06-19,6,1,1,,19,9.7,110.9,240.6,
ME,2000,2000-06-19,7,1,1,,19,9.5,108.7,240.6,
ME,2000,2000-06-19,8,1,1,,18.9,9.5,108.4,240.6,
ME,2000,2000-06-19,9,1,1,,18.6,9,102.1,240.6,
ME,2000,2000-06-19,10,1,1,,18.3,8.4,94.7,240.6,
ME,2000,2000-06-19,11,1,1,,18,8.2,91.9,240.6,
ME,2000,2000-06-19,12,1,1,,15.8,6.7,71.7,240.6,
ME,2000,2000-06-19,12.5,1,1,,14.4,6.1,63.3,240.6,
ME,2000,2000-06-19,13,1,1,,13.8,5.6,57.4,240.6,
ME,2000,2000-06-19,13.5,1,1,,13.3,5.1,51.7,240.6,
ME,2000,2000-06-19,14,1,1,,13.2,5,50.6,240.6,
ME,2000,2000-06-19,14.5,1,1,,12.8,4.8,48.1,240.6,
ME,2000,2000-06-19,15,1,1,,12.6,4.6,45.9,240.6,
ME,2000,2000-06-19,15.5,1,1,,12.3,4.5,44.6,240.6,
ME,2000,2000-06-19,16,1,1,,12.2,4.2,41.5,240.6,
ME,2000,2000-06-19,16.5,1,1,,12,4.1,40.4,240.6,
ME,2000,2000-06-19,17,1,1,,11.7,3.8,37.2,240.6,
ME,2000,2000-06-19,17.5,1,1,,11.4,3,29.1,240.6,
ME,2000,2000-06-19,18,1,1,,11.2,2.9,28,240.6,
ME,2000,2000-06-19,18.5,1,1,,11.1,2.1,20.3,240.6,
ME,2000,2000-06-19,19,1,1,,10.9,2,19.2,240.6,
ME,2000,2000-06-19,19.5,1,1,,10.8,1.9,18.2,240.6,
ME,2000,2000-06-19,20,1,1,,10.7,1.5,14.3,240.6,
ME,2000,2000-06-19,20.5,1,1,,10.7,1.5,14.3,240.6,
ME,2000,2000-06-19,21,1,1,,10.7,1.3,12.4,240.6,
ME,2000,2000-06-19,21.5,1,1,,10.7,1.2,11.5,240.6,
ME,2000,2000-06-19,22,1,1,,10.7,1.2,11.5,240.6,
ME,2000,2000-06-19,22.5,1,1,,10.6,1.2,11.4,240.6,
ME,2000,2000-06-19,23,1,1,,10.6,1.2,11.4,240.6,
ME,2000,2000-06-19,23.5,1,1,,10.6,1.2,11.4,240.6,
ME,2000,2000-06-19,24,1,1,,10.6,1.2,11.4,240.6,
ME,2000,2000-06-19,24.5,1,1,,10.6,1.2,11.4,240.6,
ME,2000,2000-06-19,25,1,1,,10.5,0.2,1.9,240.6,
ME,2000,2000-06-19,25.1,1,1,,10.5,0.1,1,240.6,
ME,2000,2000-07-03,0,1,1,,21.3,8.6,103,362.9,
ME,2000,2000-07-03,1,1,1,,21.3,8.6,103,362.9,
ME,2000,2000-07-03,2,1,1,,21.3,8.6,103,362.9,
ME,2000,2000-07-03,3,1,1,,21.3,8.6,103,362.9,
ME,2000,2000-07-03,4,1,1,,21.3,8.6,103,362.9,
ME,2000,2000-07-03,5,1,1,,21.3,8.4,100.6,362.9,
ME,2000,2000-07-03,6,1,1,,21.3,8.6,103,362.9,
ME,2000,2000-07-03,7,1,1,,21.3,8.5,101.8,362.9,
ME,2000,2000-07-03,8,1,1,,21.1,8.2,97.8,362.9,
ME,2000,2000-07-03,9,1,1,,20.2,7.7,90.2,362.9,
ME,2000,2000-07-03,10,1,1,,19.1,6.8,77.9,362.9,
ME,2000,2000-07-03,11,1,1,,19,6.9,78.9,362.9,
ME,2000,2000-07-03,12,1,1,,17.9,5.9,66,362.9,
ME,2000,2000-07-03,12.5,1,1,,17.2,5.2,57.3,362.9,
ME,2000,2000-07-03,13,1,1,,15.7,3.8,40.6,362.9,
ME,2000,2000-07-03,13.5,1,1,,14.5,2.5,26,362.9,
ME,2000,2000-07-03,14,1,1,,14.2,2.2,22.7,362.9,
ME,2000,2000-07-03,14.5,1,1,,13.5,1.7,17.3,362.9,
ME,2000,2000-07-03,15,1,1,,12.9,1.2,12.1,362.9,
ME,2000,2000-07-03,15.5,1,1,,12.6,0.9,9,362.9,
ME,2000,2000-07-03,16,1,1,,12.3,0.5,5,362.9,
ME,2000,2000-07-03,17,1,1,,11.9,0.3,2.9,362.9,
ME,2000,2000-07-03,18,1,1,,11.9,0.3,2.9,362.9,
ME,2000,2000-07-03,19,1,1,,11.7,0.1,1,362.9,
ME,2000,2000-07-03,20,1,1,,11.6,0.1,1,362.9,
ME,2000,2000-07-03,21,1,1,,11.5,0.1,1,362.9,
ME,2000,2000-07-03,22,1,1,,11.4,0.1,1,362.9,
ME,2000,2000-07-03,23,1,1,,11.3,0.1,1,362.9,
ME,2000,2000-07-03,24,1,1,,11.1,0.1,1,362.9,
ME,2000,2000-07-03,25,1,1,,11,0.1,1,362.9,
ME,2000,2000-07-03,25.2,1,1,,11,0.1,1,362.9,
ME,2000,2000-07-17,0,1,1,,25.2,12,154.7,353.1,
ME,2000,2000-07-17,1,1,1,,25.2,12,154.7,353.1,
ME,2000,2000-07-17,2,1,1,,25.2,12.1,156,353.1,
ME,2000,2000-07-17,3,1,1,,25.1,11.9,153.2,353.1,
ME,2000,2000-07-17,4,1,1,,25.1,11.9,153.2,353.1,
ME,2000,2000-07-17,5,1,1,,25,11.6,149,353.1,
ME,2000,2000-07-17,6,1,1,,24.7,11.1,141.8,353.1,
ME,2000,2000-07-17,7,1,1,,24.2,9.8,124,353.1,
ME,2000,2000-07-17,8,1,1,,21.2,5.3,63.3,353.1,
ME,2000,2000-07-17,8.5,1,1,,20.6,4.8,56.7,353.1,
ME,2000,2000-07-17,9,1,1,,19.7,4.1,47.6,353.1,
ME,2000,2000-07-17,9.5,1,1,,19.4,3.9,45,353.1,
ME,2000,2000-07-17,10,1,1,,18.8,3.3,37.6,353.1,
ME,2000,2000-07-17,11,1,1,,17.8,2.3,25.7,353.1,
ME,2000,2000-07-17,12,1,1,,16.9,1.3,14.2,353.1,
ME,2000,2000-07-17,13,1,1,,15.5,0.3,3.2,353.1,
ME,2000,2000-07-17,14,1,1,,14.4,0.2,2.1,353.1,
ME,2000,2000-07-17,15,1,1,,13.6,0.1,1,353.1,
ME,2000,2000-07-17,16,1,1,,13.1,0.1,1,353.1,
ME,2000,2000-07-17,17,1,1,,12.7,0.1,1,353.1,
ME,2000,2000-07-17,18,1,1,,12.4,0.1,1,353.1,
ME,2000,2000-07-17,19,1,1,,12.1,0.1,1,353.1,
ME,2000,2000-07-17,20,1,1,,12,0.1,1,353.1,
ME,2000,2000-07-17,21,1,1,,11.8,0.1,1,353.1,
ME,2000,2000-07-17,22,1,1,,11.3,0.1,1,353.1,
ME,2000,2000-07-17,23,1,1,,11.2,0.1,1,353.1,
ME,2000,2000-07-31,0,1,1,,22.7,8.2,100.9,285.2,
ME,2000,2000-07-31,1,1,1,,22.7,8.2,100.9,285.2,
ME,2000,2000-07-31,2,1,1,,22.7,8.2,100.9,285.2,
ME,2000,2000-07-31,3,1,1,,22.7,8.2,100.9,285.2,
ME,2000,2000-07-31,4,1,1,,22.7,8.2,100.9,285.2,
ME,2000,2000-07-31,5,1,1,,22.7,8.2,100.9,285.2,
ME,2000,2000-07-31,6,1,1,,22.7,8.2,100.9,285.2,
ME,2000,2000-07-31,7,1,1,,22.7,8.2,100.9,285.2,
ME,2000,2000-07-31,8,1,1,,22.7,8.1,99.6,285.2,
ME,2000,2000-07-31,9,1,1,,22.7,8.2,100.9,285.2,
ME,2000,2000-07-31,9.5,1,1,,22.2,6.4,78,285.2,
ME,2000,2000-07-31,10,1,1,,21.1,1.7,20.3,285.2,
ME,2000,2000-07-31,10.5,1,1,,19.2,0.3,3.4,285.2,
ME,2000,2000-07-31,11,1,1,,18.7,0.2,2.3,285.2,
ME,2000,2000-07-31,11.5,1,1,,18.2,0.2,2.3,285.2,
ME,2000,2000-07-31,12,1,1,,17.4,0.2,2.2,285.2,
ME,2000,2000-07-31,12.5,1,1,,17.1,0.2,2.2,285.2,
ME,2000,2000-07-31,13,1,1,,16.3,0.2,2.2,285.2,
ME,2000,2000-07-31,13.5,1,1,,15.7,0.2,2.1,285.2,
ME,2000,2000-07-31,14,1,1,,15,0.2,2.1,285.2,
ME,2000,2000-07-31,14.5,1,1,,14.3,0.1,1,285.2,
ME,2000,2000-07-31,15,1,1,,13.8,0.2,2,285.2,
ME,2000,2000-07-31,15.5,1,1,,13.6,0.1,1,285.2,
ME,2000,2000-07-31,16,1,1,,13.4,0.1,1,285.2,
ME,2000,2000-07-31,17,1,1,,12.9,0.1,1,285.2,
ME,2000,2000-07-31,18,1,1,,12.5,0.1,1,285.2,
ME,2000,2000-07-31,19,1,1,,12.1,0.1,1,285.2,
ME,2000,2000-07-31,20,1,1,,11.8,0.1,1,285.2,
ME,2000,2000-07-31,21,1,1,,11.5,0.1,1,285.2,
ME,2000,2000-07-31,22,1,1,,11.4,0.1,1,285.2,
ME,2000,2000-07-31,23,1,1,,11.4,0.1,1,285.2,
ME,2000,2000-07-31,24,1,1,,11.3,0.1,1,285.2,
ME,2000,2000-07-31,24.2,1,1,,11.3,0.1,1,285.2,
ME,2000,2000-08-16,0,1,1,,24.7,8.6,109.9,255.3,
ME,2000,2000-08-16,1,1,1,,24.7,8.5,108.6,255.3,
ME,2000,2000-08-16,2,1,1,,24.7,8.5,108.6,255.3,
ME,2000,2000-08-16,3,1,1,,24.8,8.5,108.8,255.3,
ME,2000,2000-08-16,4,1,1,,24.8,8.5,108.8,255.3,
ME,2000,2000-08-16,5,1,1,,24.8,8.5,108.8,255.3,
ME,2000,2000-08-16,6,1,1,,24.8,8.5,108.8,255.3,
ME,2000,2000-08-16,7,1,1,,24.8,8.6,110.1,255.3,
ME,2000,2000-08-16,8,1,1,,24.7,8.4,107.3,255.3,
ME,2000,2000-08-16,8.5,1,1,,23.8,3.5,44,255.3,
ME,2000,2000-08-16,9,1,1,,23.2,2.6,32.3,255.3,
ME,2000,2000-08-16,9.5,1,1,,22.8,1.7,21,255.3,
ME,2000,2000-08-16,10,1,1,,20.9,0.3,3.6,255.3,
ME,2000,2000-08-16,10.5,1,1,,18.8,0.2,2.3,255.3,
ME,2000,2000-08-16,11,1,1,,18.2,0.2,2.3,255.3,
ME,2000,2000-08-16,11.5,1,1,,17.7,0.2,2.2,255.3,
ME,2000,2000-08-16,12,1,1,,16.9,0.2,2.2,255.3,
ME,2000,2000-08-16,12.5,1,1,,16.2,0.2,2.2,255.3,
ME,2000,2000-08-16,13,1,1,,15.7,0.2,2.1,255.3,
ME,2000,2000-08-16,13.5,1,1,,15,0.2,2.1,255.3,
ME,2000,2000-08-16,14,1,1,,14.8,0.2,2.1,255.3,
ME,2000,2000-08-16,15,1,1,,14.1,0.2,2.1,255.3,
ME,2000,2000-08-16,16,1,1,,13.3,0.2,2,255.3,
ME,2000,2000-08-16,17,1,1,,12.6,0.2,2,255.3,
ME,2000,2000-08-16,18,1,1,,12.5,0.2,2,255.3,
ME,2000,2000-08-16,19,1,1,,12.2,0.2,2,255.3,
ME,2000,2000-08-16,20,1,1,,12,0.2,2,255.3,
ME,2000,2000-08-16,21,1,1,,11.9,0.2,2,255.3,
ME,2000,2000-08-16,22,1,1,,11.8,0.2,2,255.3,
ME,2000,2000-08-16,23,1,1,,11.7,0.2,2,255.3,
ME,2000,2000-08-16,24,1,1,,11.5,0.2,1.9,255.3,
ME,2000,2000-08-16,24.5,1,1,,11.4,0.1,1,255.3,
ME,2000,2000-08-28,0,1,1,,22.8,7.9,97.4,184,
ME,2000,2000-08-28,1,1,1,,22.8,7.9,97.4,184,
ME,2000,2000-08-28,2,1,1,,22.8,7.9,97.4,184,
ME,2000,2000-08-28,3,1,1,,22.8,7.8,96.1,184,
ME,2000,2000-08-28,4,1,1,,22.8,7.8,96.1,184,
ME,2000,2000-08-28,5,1,1,,22.7,7.7,94.7,184,
ME,2000,2000-08-28,6,1,1,,22.7,7.7,94.7,184,
ME,2000,2000-08-28,7,1,1,,22.7,7.6,93.5,184,
ME,2000,2000-08-28,8,1,1,,22.7,7.6,93.5,184,
ME,2000,2000-08-28,8.5,1,1,,22.6,7.5,92.1,184,
ME,2000,2000-08-28,9,1,1,,22.6,7.2,88.4,184,
ME,2000,2000-08-28,9.5,1,1,,22.3,6.3,76.9,184,
ME,2000,2000-08-28,10,1,1,,21.9,4.2,50.9,184,
ME,2000,2000-08-28,10.5,1,1,,20.2,0.2,2.3,184,
ME,2000,2000-08-28,11,1,1,,19.5,0.1,1.2,184,
ME,2000,2000-08-28,11.5,1,1,,18.8,0.1,1.1,184,
